horse_id,horse_name,horse_expected_top3_rate,prev_finish,prev_last_3f,prev_odds,prev_popularity,prev_race_date,prev_jockey_id
2012104317,ステラスターライト,0.3333333333333333,,,,8,2015-05-30,01077
2012106105,ビッグフジ,0.0,16.0,40.7,503.5,16,2015-05-30,01015
2012101701,ニシノアンセム,0.0,12.0,38.7,215.5,15,2015-05-30,01146
2012100428,クリノテツマン,0.0,,,,7,2015-05-30,01117
2010102946,ホッコージョイフル,0.047619047619047616,6.0,37.0,116.1,14,2015-05-30,01030
2004101502,マサライト,0.2857142857142857,2.0,13.6,17.4,6,2015-05-30,00691
2012102867,スズカエトワール,0.10557581771446366,15.0,38.5,59.7,8,2015-05-30,01115
2012100425,グロウミングティア,0.2,16.0,34.8,231.6,16,2015-05-30,01133
2012101987,ラブアストン,0.0,10.0,38.7,135.9,14,2015-05-30,01153
2008103256,アドマイヤサイモン,0.16666666666666666,,,101.1,11,2015-05-30,01005
2007101791,メイショウツチヤマ,0.35,13.0,37.3,293.4,16,2015-05-30,01085
2012106102,カシノエキスプレス,0.0,12.0,38.7,310.8,15,2015-05-30,01061
2011103700,キネオフライト,0.14285714285714285,2.0,37.9,5.5,3,2015-05-30,01025
2012102661,パティ,0.0,14.0,41.0,439.8,15,2015-05-30,01139
2011104287,アカデミックドレス,0.2,12.0,40.5,115.0,15,2015-05-30,01095
2010102879,ナムラショウリ,0.2608695652173913,10.0,34.4,76.0,11,2015-05-30,01075
2008104641,シゲルジュウヤク,0.35,,,11.9,5,2015-05-30,00727
2008103879,アルトゥバン,0.2702702702702703,8.0,13.9,9.0,4,2015-05-30,01072
2012103396,ダイワガーランド,0.0,15.0,41.5,82.5,12,2015-05-30,01096
2008103345,ヒールゼアハーツ,0.3055555555555556,17.0,36.1,53.7,11,2015-05-31,01014
2012102770,ピークハント,0.10557581771446366,15.0,40.0,274.1,15,2015-05-31,01030
2012109005,カシノツバサ,0.0,11.0,40.6,110.2,11,2015-05-31,01034
2012100558,クインズメンテ,0.0,18.0,41.9,301.4,18,2015-05-31,01155
2012103165,コメート,0.42857142857142855,5.0,35.0,234.9,16,2015-05-31,01051
2012103243,トウショウバンディ,0.0,12.0,40.1,62.2,8,2015-05-31,01009
2012105429,ラブラビリンス,0.0,18.0,42.5,265.0,16,2015-05-31,01004
2012103130,ツァリーツァ,0.4,4.0,38.8,10.3,5,2015-05-31,01144
2010103886,マリナーズコンパス,0.26666666666666666,13.0,34.4,169.3,15,2015-05-31,05429
2012100492,コウザンジョウオー,0.0,9.0,36.4,130.8,13,2015-05-31,01146
2012101664,ファイターホリハル,0.0,16.0,42.8,269.6,16,2015-05-31,01018
2012110048,ケースバイケース,0.4,16.0,35.8,7.6,3,2015-05-31,01093
2012101774,アーリーズベル,0.0,15.0,36.6,404.7,18,2015-05-31,01135
2012103785,タイセイスウォード,0.0,11.0,38.5,113.6,12,2015-05-31,01015
2012109155,ヒマラヤテンカ,0.1111111111111111,10.0,39.1,358.6,16,2015-05-31,01143
2010106307,ヒミノオオタカ,0.3333333333333333,14.0,40.0,285.7,16,2015-05-31,01063
2012105626,ニシノエース,0.0,15.0,42.4,75.2,12,2015-05-31,01150
2012100376,ユノ,0.0,10.0,36.1,102.1,14,2015-05-31,00689
2010106190,カワキタシャウト,0.3684210526315789,14.0,38.4,80.4,15,2015-05-31,01018
2007110121,ランリョウオー,0.5555555555555556,11.0,33.6,32.7,10,2015-05-31,01030
2012101245,ツクバレガーロ,0.1111111111111111,10.0,38.7,197.8,14,2015-05-31,00689
2012103546,コウエイイプシロン,0.0,15.0,37.1,197.3,17,2015-05-31,01037
2009102318,エーペックス,0.24242424242424243,12.0,40.9,136.4,15,2015-05-31,01063
2009100679,コスモマイギフト,0.38461538461538464,9.0,39.3,174.5,16,2015-05-31,01010
2012103346,アイファーマリー,0.0,16.0,42.2,458.4,16,2015-05-31,01138
2012105856,ニシノジャム,0.0,13.0,35.9,352.2,17,2015-05-31,01031
2012102957,アルトサックス,0.0,14.0,41.0,102.9,14,2015-05-31,01051
2012103434,ニホンピロセリーン,0.0,18.0,37.5,376.1,16,2015-06-06,01034
2010105231,ウォーターポルトス,0.4,12.0,38.3,197.6,13,2015-06-06,01146
2012104143,タケルワールド,0.0,9.0,38.0,58.9,11,2015-06-06,01031
2012105710,カリビアンレッド,0.0,14.0,38.9,253.7,16,2015-06-06,01158
2009105891,スカイウエイ,0.4,11.0,38.3,15.3,6,2015-06-06,00700
2011103697,エクスペリエンス,0.07692307692307693,6.0,34.2,141.4,13,2015-06-06,01153
2012104565,リーガルプレゼンス,1.0,1.0,35.8,3.4,1,2015-06-06,05243
2010101759,クイックスパイダー,0.21052631578947367,16.0,38.2,440.4,16,2015-06-06,00726
2012104209,サトノシュトラール,0.0,16.0,37.2,127.1,15,2015-06-06,01062
2012102919,ホットロード,0.0,11.0,39.2,120.6,15,2015-06-06,01146
2012102098,ダンツエイカン,0.0,12.0,40.1,118.7,11,2015-06-06,01018
2011100654,フリュクティドール,0.21428571428571427,15.0,36.8,335.1,17,2015-06-06,01051
2012100433,フレンドリーアロー,0.2,13.0,38.3,7.4,3,2015-06-06,01117
2010101787,エリモフェザー,0.36363636363636365,11.0,34.9,148.8,12,2015-06-06,01109
2012100431,シュネルシュタルク,0.2,6.0,38.0,12.4,6,2015-06-06,00629
2012104163,プリンセスメジャー,0.6666666666666666,6.0,36.0,11.2,5,2015-06-06,01115
2012104741,トップビリング,0.10557581771446366,16.0,48.8,88.4,15,2015-06-06,01144
2012104861,グランドセントラル,0.10557581771446366,16.0,39.7,41.6,10,2015-06-06,00700
2012109179,テイエムヤゴロドン,0.0,17.0,38.8,182.7,16,2015-06-06,01157
2012102374,スガノジャジャウマ,0.0,16.0,36.8,266.4,17,2015-06-06,01051
2012103696,トウケイワイルド,0.0,9.0,38.1,16.7,9,2015-06-06,01037
2012103858,ヴィラビアンカ,0.0,17.0,36.4,391.9,17,2015-06-06,01147
2012106283,ミガーナワン,0.0,8.0,39.7,24.1,8,2015-06-06,01150
2012104550,リブレドバンク,0.3333333333333333,3.0,36.5,5.0,2,2015-06-06,05212
2012101880,サウンドフォース,0.0,11.0,36.1,50.9,11,2015-06-06,01018
2012102156,ウインドレイン,0.0,11.0,35.3,509.7,18,2015-06-06,01155
2012101770,ノスタルジー,0.2857142857142857,8.0,36.3,4.9,2,2015-06-06,00894
2009105838,ゴールドゼウス,0.28,11.0,37.1,10.6,3,2015-06-06,00422
2012109099,スイートエルドール,0.0,15.0,39.0,206.0,14,2015-06-06,01037
2012101733,ユウキエナージー,0.14285714285714285,8.0,37.6,19.9,10,2015-06-06,05429
2012104447,ライプツィヒバトル,0.0,16.0,36.4,108.2,11,2015-06-06,01018
2012104684,コンフェッシオン,0.0,13.0,40.6,119.9,14,2015-06-06,05429
2012104005,キャストアスペル,0.25,11.0,38.5,5.9,3,2015-06-06,00666
2012102712,ウエスタンカンベイ,0.0,16.0,39.2,320.5,16,2015-06-06,01111
2012102718,ウエスタンレディ,0.10557581771446366,16.0,40.7,112.4,14,2015-06-06,01077
2012103322,シューイチ,0.0,16.0,39.5,209.6,15,2015-06-06,01095
2011102568,ピアッジーネ,0.0,,,321.6,16,2015-06-06,01144
2011101177,レッドローズキング,0.0,9.0,36.6,246.7,12,2015-06-06,01051
2012102058,ニホンピロアモーレ,0.0,14.0,39.5,275.7,16,2015-06-06,01034
2010100404,オフィシエ,0.2,10.0,36.9,342.9,14,2015-06-06,01077
2012103274,ジョリトウショウ,0.0,15.0,43.5,132.2,16,2015-06-06,01126
2012106355,テーオーディオネ,0.10557581771446366,15.0,36.6,46.9,11,2015-06-06,01112
2011103456,ロードストーム,0.2,16.0,35.1,104.9,16,2015-06-06,01157
2012100984,オールマイタイム,0.0,14.0,38.7,70.7,12,2015-06-06,01151
2012100559,リシーハット,0.0,15.0,37.9,155.2,14,2015-06-06,01085
2009101523,ロードハリケーン,0.6,8.0,34.2,36.3,8,2015-06-06,00663
2010103955,リヴァロ,0.18181818181818182,12.0,37.9,90.9,10,2015-06-07,05321
2012105995,ビヘーヴ,0.0,17.0,37.3,338.3,18,2015-06-07,01096
2012105122,エイシンシャンプー,0.0,18.0,39.5,155.5,16,2015-06-07,01037
2012103862,トーアチチカカ,0.0,15.0,40.5,112.5,12,2015-06-07,01125
2012100422,アラビアンハート,0.0,11.0,38.6,145.9,13,2015-06-07,01091
2012100646,バトナージュ,0.0,18.0,36.3,167.1,13,2015-06-07,01153
2012104358,カイシンゲキ,0.0,3.0,37.6,34.2,9,2015-06-07,01117
2012105143,ペイシャウェヌス,0.0,16.0,41.8,254.3,16,2015-06-07,01157
2010104126,ミッキーサクセス,0.16666666666666666,10.0,37.5,19.1,7,2015-06-07,01030
2012105192,ハヤブサロックオン,0.0,15.0,41.4,356.2,16,2015-06-07,01095
2011102212,アームストロング,0.0,16.0,39.1,222.7,16,2015-06-07,01147
2011100713,クリノプリムラ,0.1,11.0,37.6,145.9,12,2015-06-07,00689
2009110071,ダークマレイン,0.2,10.0,34.1,68.6,12,2015-06-07,01117
2012105055,ゲスワット,0.0,11.0,37.5,270.3,15,2015-06-07,01036
2009105086,キネオピューマ,0.23529411764705882,8.0,33.2,8.2,4,2015-06-07,05339
2012103996,メドゥーサ,0.0,14.0,40.5,65.0,12,2015-06-07,01095
2012110124,タッチオブクラス,0.10557581771446366,13.0,39.8,182.4,14,2015-06-07,00629
2012100381,タカラオウヒ,0.0,11.0,36.1,57.6,8,2015-06-07,01051
2012103385,ノーブルヴィサージ,0.0,12.0,37.4,269.6,18,2015-06-07,01139
2013102048,クールヒョウマ,0.10557581771446366,10.0,38.9,84.1,10,2015-06-07,01125
2012101828,テイエムラータワー,0.0,14.0,39.4,243.4,15,2015-06-07,01114
2012109037,タークオイズローズ,0.10557581771446366,15.0,41.4,45.9,11,2015-06-07,05321
2012102776,フクノコニャック,0.0,9.0,38.3,22.9,6,2015-06-07,01085
2010101982,ワンダーアベニール,0.25,10.0,37.7,78.1,12,2015-06-07,00422
2012102345,ポッドカイザー,0.0,15.0,35.8,272.0,17,2015-06-07,01117
2012101799,クラウンラフィナ,0.0,9.0,36.9,175.4,13,2015-06-07,01102
2009104431,ベニノアロー,0.1,13.0,38.0,377.9,15,2015-06-07,00733
2010103887,ラルゴスパーダ,0.25,13.0,38.9,167.2,15,2015-06-07,01126
2012105565,ツキノアカリ,0.0,6.0,37.7,207.9,14,2015-06-07,01133
2012103524,ウエスタンネネ,0.10557581771446366,16.0,36.5,244.4,17,2015-06-07,01146
2012102356,カズノマンナ,0.3333333333333333,13.0,34.9,164.5,14,2015-06-07,01025
2012104120,ジュエリーモード,0.0,15.0,40.0,41.8,8,2015-06-13,01043
2012101069,カワカミハンコック,0.0,12.0,34.7,135.1,13,2015-06-13,01062
2008105422,サザンブレイズ,0.16666666666666666,16.0,39.3,215.0,15,2015-06-13,01034
2006103226,ダノンカモン,0.42424242424242425,11.0,36.1,45.6,11,2015-06-13,05243
2012101336,ダノンプリマベーラ,0.10557581771446366,16.0,41.8,123.9,14,2015-06-13,01154
2012103982,アルテミスアロー,0.0,11.0,39.3,85.3,12,2015-06-13,01018
2012102973,キングライデン,0.0,7.0,38.8,34.8,8,2015-06-13,01157
2012100405,シゲルタウエマツリ,0.0,9.0,37.3,190.2,13,2015-06-13,01034
2012109060,サンマルグロウ,0.0,15.0,44.0,398.8,15,2015-06-13,01118
2012101311,セイブアス,0.0,15.0,41.2,167.5,12,2015-06-13,01139
2012104049,ハイリープ,0.0,15.0,42.1,104.0,13,2015-06-13,01155
2012102454,フェブカリエンテ,0.35714285714285715,2.0,37.8,5.4,2,2015-06-13,01014
2011101132,マイケルチョウサン,0.11764705882352941,13.0,38.4,315.5,13,2015-06-13,01095
2010105625,ブリリアント,0.25,2.0,34.7,16.9,6,2015-06-13,05386
2009100877,ウェルウィッチア,0.25,6.0,37.4,101.2,11,2015-06-13,01095
2012103339,バトルサクヤコ,0.0,16.0,43.0,228.0,13,2015-06-13,01118
2012100356,サウスアライブ,0.10557581771446366,15.0,36.2,306.4,15,2015-06-13,01146
2012102710,ウエスタンジュリア,0.0,13.0,38.7,436.3,16,2015-06-13,01095
2012101623,アテイン,0.0,11.0,39.0,384.3,15,2015-06-13,01108
2008105767,アルベルティ,0.3953488372093023,12.0,36.3,275.7,16,2015-06-13,00700
2012100337,リバイブビート,0.0,11.0,39.5,221.1,13,2015-06-13,00732
2012103112,ウッチースネール,0.0,9.0,39.6,17.9,6,2015-06-13,01151
2012106118,ミトス,0.0,12.0,40.5,38.6,9,2015-06-13,01157
2010102473,トーセンターキー,0.5454545454545454,3.0,33.2,4.3,3,2015-06-13,05339
2012104513,ヴァミューズ,0.0,16.0,42.2,31.5,7,2015-06-13,00732
2012105038,メイショウユメオイ,0.0,14.0,40.8,194.0,15,2015-06-13,00732
2012105847,メイショウオオラカ,0.2,11.0,40.5,171.0,12,2015-06-13,00652
2010106442,オリオンザムーン,0.23076923076923078,3.0,36.8,54.8,8,2015-06-13,01009
2012103906,ツジサンダバード,0.0,8.0,39.2,43.7,9,2015-06-13,01093
2012103254,トウショウリンクス,0.0,6.0,37.6,27.2,8,2015-06-13,01153
2010104323,ミラクルルージュ,0.13333333333333333,11.0,36.9,57.6,11,2015-06-13,01075
2009102625,ジョヴァンニ,0.45,12.0,37.2,4.8,2,2015-06-13,05339
2012105705,エイシンアンティー,0.3333333333333333,7.0,38.6,40.2,11,2015-06-13,01018
2012105158,ミスタービッグ,0.0,12.0,40.0,252.9,14,2015-06-13,01155
2008102421,クラシカルノヴァ,0.41379310344827586,16.0,38.6,329.5,16,2015-06-13,01095
2012102700,グレイサミット,0.0,14.0,38.6,422.6,16,2015-06-13,01150
2010106332,ニシノヘリオス,0.2,16.0,41.0,343.4,15,2015-06-13,01150
2011101328,エイシンホクトセイ,0.0,12.0,35.6,101.4,12,2015-06-13,01018
2012105149,メイショウコウテン,0.0,13.0,35.4,96.0,12,2015-06-13,01036
2012101413,ランベルティ,0.0,15.0,36.5,465.0,16,2015-06-13,01095
2012103223,ミッキーハピネス,0.14285714285714285,9.0,38.3,17.2,6,2015-06-13,01088
2010102596,タニノセレナーデ,0.30434782608695654,9.0,35.3,294.7,14,2015-06-13,01144
2012103560,メルヴェイユ,0.0,16.0,39.6,301.5,15,2015-06-13,01150
2012105339,パレスロマン,0.0,15.0,42.1,21.1,7,2015-06-13,01037
2012102470,メイショウコルシカ,0.0,14.0,36.8,434.4,16,2015-06-14,01157
2008102748,フルアクセル,0.47619047619047616,10.0,34.5,186.6,12,2015-06-14,01127
2012110024,コスモミザール,0.0,12.0,39.3,164.7,10,2015-06-14,01009
2012102340,フクノアングレーム,0.0,11.0,39.2,327.4,15,2015-06-14,00726
2012105629,エイワカンベエ,0.0,8.0,40.6,59.6,12,2015-06-14,00422
2010106084,レギス,0.5238095238095238,9.0,36.7,35.4,7,2015-06-14,01126
2011102310,ビジュートウショウ,0.1111111111111111,11.0,40.2,167.6,15,2015-06-14,01093
2010105905,ロゼラニ,0.391304347826087,5.0,38.9,34.4,9,2015-06-14,01130
2012101020,フォアーナインジー,0.0,17.0,35.7,532.4,17,2015-06-14,01085
2012106128,シアワセノキザシ,0.0,14.0,35.3,227.9,16,2015-06-14,01157
2012105834,スピールダンジュ,0.0,10.0,38.6,44.0,10,2015-06-14,01125
2012105343,クリノリーチソク,0.0,15.0,40.3,161.9,14,2015-06-14,05429
2010110026,バルバドスブルー,0.2857142857142857,14.0,38.6,223.4,15,2015-06-14,01051
2012100046,アラマサメーカー,0.0,18.0,35.8,425.3,16,2015-06-14,00733
2012106288,ゴールドバーン,0.0,14.0,39.8,360.1,16,2015-06-14,01009
2008104397,テーオーサクセス,0.16666666666666666,12.0,36.4,113.8,12,2015-06-14,00894
2012106272,デルマウンライマツ,0.0,15.0,34.5,262.8,14,2015-06-14,05321
2007102785,ハングリージャック,0.43333333333333335,15.0,35.2,274.9,18,2015-06-14,01150
2009104241,マウンテンファスト,0.4444444444444444,15.0,36.7,491.1,16,2015-06-14,01111
2012105610,ミヤギサムソン,0.0,14.0,41.8,379.0,16,2015-06-14,00726
2011104365,ブリッツ,0.3333333333333333,16.0,41.5,130.4,12,2015-06-14,01075
2012105618,オーシャンベイリー,0.0,16.0,43.4,396.6,16,2015-06-14,01010
2011105983,コロナプリンセス,0.1111111111111111,14.0,39.9,408.0,16,2015-06-14,01049
2012103607,ケンブリッジタイガ,0.0,11.0,38.9,305.9,14,2015-06-14,01135
2012102637,テムズ,0.0,11.0,39.8,339.4,15,2015-06-14,01037
2012103974,アニジャード,0.0,16.0,45.9,4.9,2,2015-06-14,01075
2009101057,アドマイヤギャラン,0.47058823529411764,16.0,36.4,13.2,7,2015-06-14,00894
2011103303,マーセブナカヤマ,0.2727272727272727,16.0,40.4,146.9,13,2015-06-14,01030
2009106876,ダークシーカー,0.4,13.0,37.6,194.0,16,2015-06-14,01085
2009103434,ゴーイングストーン,0.17857142857142858,14.0,37.5,342.3,14,2015-06-14,01146
2010101869,ベリートゥベリー,0.65,5.0,35.7,16.0,5,2015-06-14,00684
2008103349,ノーステア,0.5263157894736842,12.0,35.4,163.7,11,2015-06-14,01122
2012102715,ウエスタンソレイユ,0.10557581771446366,16.0,42.7,223.3,14,2015-06-14,01150
2011101173,カプチーノ,0.0,14.0,34.9,306.9,13,2015-06-14,01077
2012101992,パンテーラネロ,0.3333333333333333,10.0,37.7,15.1,6,2015-06-14,01144
2012101415,レインスコール,0.0,15.0,36.7,167.2,15,2015-06-14,01032
2012103732,ノークライ,0.0,15.0,39.9,24.2,8,2015-06-14,05203
2012104564,ビバロック,0.0,9.0,38.3,71.8,11,2015-06-14,01030
2010104380,シェイクザバーレイ,0.07692307692307693,13.0,38.5,162.7,14,2015-06-14,01093
2012100932,ジョリーオーガスタ,0.0,16.0,35.0,599.0,18,2015-06-14,01095
2012101364,パープルローズ,0.0,13.0,35.1,273.2,15,2015-06-14,01077
2012103015,アンビリカルコード,0.10557581771446366,15.0,40.7,123.5,11,2015-06-14,01118
2013100114,リッジクルーズ,0.10557581771446366,16.0,36.3,328.4,16,2015-06-20,01143
2012101088,トーセンブルース,0.0,13.0,35.1,159.6,11,2015-06-20,01123
2012109077,テンエイリード,0.10557581771446366,,,378.7,16,2015-06-20,01004
2009102659,キズマ,0.391304347826087,14.0,38.8,19.5,6,2015-06-20,01093
2010100504,ハイキートーン,0.11764705882352941,13.0,35.3,161.3,14,2015-06-20,01102
2011100524,チャーマー,0.3333333333333333,15.0,34.4,343.5,17,2015-06-20,01099
2012100370,テイエムマンゲツ,0.0,17.0,38.5,441.3,18,2015-06-20,01099
2012104770,スマートファニー,0.0,14.0,42.7,31.2,8,2015-06-20,01154
2007103130,アンヴァルト,0.35135135135135137,13.0,34.8,53.9,10,2015-06-20,01130
2012104154,エアルーティーン,0.3333333333333333,16.0,37.8,12.3,5,2015-06-20,01093
2012101731,ミスロンリーハーツ,0.0,11.0,38.9,108.4,10,2015-06-20,01126
2011102871,マッチボックス,0.46153846153846156,6.0,36.0,3.6,1,2015-06-20,00700
2012101975,モズフウジン,0.10557581771446366,12.0,38.9,113.0,10,2015-06-20,01092
2013101847,タイセイディライト,0.10557581771446366,11.0,39.5,89.4,10,2015-06-20,01138
2010101224,チェイスザゴールド,0.25925925925925924,14.0,37.0,82.8,14,2015-06-20,01034
2012100876,ダイリュウスター,0.0,7.0,39.4,77.2,12,2015-06-20,01077
2009102626,タマラマ,0.3157894736842105,6.0,33.4,34.6,8,2015-06-20,01126
2012103563,スピンキャッシュ,0.0,11.0,38.0,288.0,15,2015-06-20,01143
2010104489,ウォースピリッツ,0.23529411764705882,12.0,38.4,107.0,13,2015-06-20,01043
2012101395,ストレーザ,0.0,11.0,39.8,11.8,6,2015-06-20,01099
2012101051,ワンサイドストーリ,0.0,11.0,38.4,176.0,12,2015-06-20,01102
2007103181,ロングロウ,0.36363636363636365,12.0,36.8,186.0,14,2015-06-20,01026
2012103859,トーアムーンリバー,0.0,14.0,39.1,255.8,14,2015-06-20,00684
2010103061,テイコフトウショウ,0.17647058823529413,1.0,34.6,39.8,11,2015-06-20,01125
2012106212,ジューンシャイン,0.0,16.0,42.6,154.6,15,2015-06-20,01102
2011105907,グローバルシップ,0.0,15.0,36.8,372.3,16,2015-06-20,01142
2010105439,アスキットキング,0.13043478260869565,14.0,38.2,225.0,15,2015-06-20,01077
2012109209,グランデコマンド,0.3333333333333333,13.0,40.3,97.7,13,2015-06-20,01156
2012105709,ヒロノサンサン,0.0,18.0,37.2,252.8,16,2015-06-20,01093
2010103875,バンクシー,0.16,14.0,34.8,262.5,14,2015-06-20,01096
2012103258,トウショウノワール,0.0,14.0,42.7,27.2,8,2015-06-20,00689
2012103623,スカイワルツ,0.0,10.0,42.5,148.5,12,2015-06-20,01091
2012101863,デルマオハツ,0.0,13.0,46.4,334.0,13,2015-06-20,01147
2012100314,サウンドステラ,0.0,16.0,38.7,469.5,16,2015-06-20,01130
2012106209,ピンクノキセキ,0.10557581771446366,13.0,38.7,361.4,14,2015-06-20,01155
2012101367,マテンロウリバー,0.0,11.0,37.6,181.4,13,2015-06-20,01077
2010100038,ブライティアミル,0.3,16.0,40.8,327.2,16,2015-06-20,01158
2012105421,メイショウカイヘイ,0.0,16.0,41.5,421.4,16,2015-06-20,01037
2012105905,ボタングラス,0.0,11.0,36.3,181.7,11,2015-06-20,01147
2012106317,キングダッシュ,0.0,12.0,38.0,49.0,7,2015-06-21,00722
2011101009,アマノウインジー,0.16666666666666666,13.0,39.5,106.7,12,2015-06-21,01155
2012106069,ヤマニンブルーテ,0.0,,,339.0,13,2015-06-21,01135
2009103323,フィアレス,0.3125,13.0,38.8,201.7,11,2015-06-21,01004
2012102889,ランドザスターズ,0.0,9.0,38.7,65.6,11,2015-06-21,01153
2012110006,ユメヲカナエテ,0.0,11.0,35.2,102.6,11,2015-06-21,01009
2012100569,ヤマニンピエドール,0.0,4.0,40.0,56.1,11,2015-06-21,01151
2009103965,ブルータンザナイト,0.3235294117647059,16.0,39.6,196.8,15,2015-06-21,01124
2012100759,ゴールドマジック,0.0,11.0,40.3,41.1,7,2015-06-21,01153
2007109067,コウユーヒーロー,0.1875,11.0,37.2,98.4,14,2015-06-21,05429
2011102999,マコトシニョーラ,0.42857142857142855,13.0,35.7,305.1,14,2015-06-21,01096
2012105121,エイシンターザン,0.0,13.0,39.5,13.8,6,2015-06-21,00894
2012106028,リナシータ,0.0,10.0,37.8,418.1,15,2015-06-21,00726
2012102558,キラキラ,0.0,12.0,38.5,214.5,15,2015-06-21,01062
2012101172,サンチュータ,0.0,5.0,38.6,13.5,5,2015-06-21,01151
2012104899,ラフィングクラブ,0.0,10.0,39.0,6.7,4,2015-06-21,01154
2009104154,アンバルブライベン,0.48148148148148145,5.0,35.7,4.2,2,2015-06-21,01114
2012101174,ボブ,0.0,12.0,41.2,177.9,13,2015-06-21,01147
2012103679,ウェイトゥゴー,0.0,7.0,37.9,181.4,11,2015-06-21,01085
2012106033,ブルーミングランド,0.0,16.0,42.3,205.6,13,2015-06-21,05321
2012100661,ベリサマ,0.0,14.0,36.2,150.8,13,2015-06-21,01132
2012101441,ショウナンダイナモ,0.0,12.0,37.0,97.8,12,2015-06-21,01043
2011109185,テイエムボッケモン,0.3333333333333333,5.0,38.5,112.6,13,2015-06-21,01036
2012105825,バイザウェイ,0.2,6.0,34.2,8.2,4,2015-06-21,01093
2012105593,メイショウエボウシ,0.0,13.0,37.9,180.0,12,2015-06-21,01147
2010102644,テイエムシングン,0.1111111111111111,14.0,33.9,54.5,11,2015-06-21,00894
2010110143,フギン,0.38461538461538464,16.0,38.5,141.1,16,2015-06-21,00705
2009100020,ラヴァズアゲイン,0.2222222222222222,5.0,38.7,17.4,7,2015-06-21,00666
2010100309,シゲルホウオウザ,0.2702702702702703,11.0,38.1,241.8,13,2015-06-21,01009
2012104310,ネオヴィーヴ,0.0,15.0,36.0,521.7,18,2015-06-21,01062
2012105896,エイシンアグライア,0.0,16.0,38.5,84.9,13,2015-06-21,01124
2012102455,リッカギムレットー,0.0,16.0,41.1,55.7,10,2015-06-21,05429
2012102133,ビービージェミニ,0.0,13.0,35.7,187.3,15,2015-06-21,01142
2012105441,ペルージャ,0.0,15.0,37.2,65.2,11,2015-06-21,01127
2012102694,シンジナイト,0.0,11.0,38.1,67.0,8,2015-06-21,00629
2011103493,コグノセンティ,0.375,13.0,47.0,154.9,13,2015-06-21,05243
2012103231,ダイワビリーブ,0.0,15.0,39.1,64.6,9,2015-06-21,01043
2012103741,セレブデート,0.0,17.0,37.2,336.9,16,2015-06-21,01099
2010101613,マヤノラムダ,0.3,13.0,37.9,26.0,7,2015-06-21,05203
2012100858,ドリームダン,0.0,8.0,37.4,26.1,7,2015-06-21,00422
2012105160,ダイゴキンリュウ,0.10557581771446366,13.0,37.2,230.1,16,2015-06-21,01159
2010104903,テイエムダイパワー,0.75,1.0,37.0,3.8,2,2015-06-21,01093
2012104010,ディープフォレスト,0.0,10.0,38.3,10.1,5,2015-06-21,01014
2012101557,スノードニア,0.10557581771446366,13.0,39.1,95.5,13,2015-06-21,01009
2012101122,トーセンワルツ,0.0,6.0,36.9,70.4,10,2015-06-21,00689
2012105475,リトルキャット,0.10557581771446366,12.0,35.7,199.8,15,2015-06-21,01153
2012100697,ドクターミルズ,0.0,15.0,39.5,318.6,16,2015-06-21,01085
2012105806,ヒロフォーシーズン,0.2,12.0,38.6,35.6,10,2015-06-21,01154
2012105551,フラッグシップ,0.0,,,,5,2015-06-21,01029
2012101297,グランロディア,0.0,14.0,38.0,334.3,16,2015-06-21,00722
2012103267,ソヴールトウショウ,0.0,13.0,38.5,284.2,14,2015-06-27,01150
2012104647,アルギュロス,0.10557581771446366,10.0,41.7,28.7,7,2015-06-27,01088
2012105660,ウォーターレイバー,0.0,16.0,37.8,99.0,14,2015-06-27,01115
2013106319,シゲルサワラ,0.0,7.0,37.8,122.7,9,2015-06-27,01155
2009101790,ビームライフル,0.2702702702702703,13.0,36.1,96.0,15,2015-06-27,00733
2013102527,デンコウエラ,0.10557581771446366,6.0,35.8,34.2,9,2015-06-27,01124
2012105012,レイラ,0.0,11.0,41.4,21.6,6,2015-06-27,01034
2012104088,アンブローザ,0.0,15.0,38.1,68.4,13,2015-06-27,01019
2010106074,ゼンノコンゴウ,0.38095238095238093,13.0,40.2,77.6,13,2015-06-27,01091
2011106210,サンアナハイム,0.18181818181818182,11.0,38.5,95.5,11,2015-06-27,01109
2012100311,ピサーロ,0.0,13.0,38.0,197.1,16,2015-06-27,01092
2011100378,モンサンアルビレオ,0.3333333333333333,7.0,39.1,10.3,5,2015-06-27,00629
2012102075,フィールドメーカー,0.0,8.0,39.6,130.2,13,2015-06-27,01104
2012102286,アイアンラミング,0.0,14.0,38.8,198.6,16,2015-06-27,01124
2012109187,カシノゼウス,0.0,12.0,40.9,58.1,11,2015-06-27,00652
2009103743,レッドグランザ,0.5333333333333333,6.0,37.6,5.4,3,2015-06-27,00700
2012102709,ウエスタンブレイク,0.0,17.0,38.8,128.9,15,2015-06-27,01037
2012102272,テイエムレジェンド,0.0,12.0,36.1,70.6,10,2015-06-27,01015
2012103469,テールドラヴェリテ,0.0,16.0,42.6,37.8,9,2015-06-27,01093
2012100391,ラスティハーツ,0.3333333333333333,6.0,37.5,5.3,3,2015-06-27,00422
2012105049,スプリングアンサー,0.3333333333333333,13.0,37.0,7.2,5,2015-06-27,01128
2010106031,テイエムライオネス,0.23529411764705882,13.0,41.0,22.1,7,2015-06-27,01036
2011101627,ケンブリッジベスト,0.07692307692307693,15.0,34.3,205.4,15,2015-06-27,00689
2012105145,グランマーロン,0.0,13.0,41.6,139.8,14,2015-06-27,01019
